Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,Salida,,,,,
1,-1.517032751,-2.657171298,-4.673330236,-0.8361026772,-0.9885218953,-4.396243874,4.725431765,0,,,,,
1,-1.760737046,-0.05379797776,-1.017696358,-1.48735311,-2.758450666,-0.5593687224,6.528621654,0,,,,,
0,-0.4082468334,-3.751862108,-3.38047264,-5.099489082,-3.534078637,-0.9196734314,0.6998310034,0,,,,,
1,-5.029346106,-4.436311219,-3.141652264,-0.8074995619,-3.40716827,-5.759802256,1.32814377,0,,,,,
0,-5.550753885,-3.651912946,-5.995038249,-1.668790787,-0.3370101392,-2.32823305,-1.700244643,0,,,,,
1,-2.978277381,-1.719971612,-3.525686852,-3.526012749,-1.566470837,-0.08987675976,-1.800994267,0,,,,,
0,-1.507503693,-0.02915321975,-2.29986176,-1.764643108,-5.725580461,-3.07620792,-4.57455734,0,,,,,
1,-4.31016639,-1.565705906,-2.96660362,-3.066657057,-0.09073584596,-4.07033778,-4.548638939,0,,,,,
0,-0.652538876,-1.953699784,-4.002070751,-0.2115761863,-4.885902375,-0.05193802658,-1.469397033,0,,,,,
0,-3.378273575,-4.515520491,-1.838787498,-4.819021504,-5.342506125,-4.003716307,-3.184734477,0,,,,,
1,-3.064297414,-5.239431095,-0.2302859837,-4.961474949,-1.997467186,-3.852982065,0.6476293218,0,,,,,
0,-3.966241995,-3.780576922,-4.106900417,-2.718034935,-1.935404146,-4.904984081,4.257686708,0,,,,,
0,-4.937968088,-3.863851157,-5.091076999,-3.992303367,-0.08758814973,-1.547411967,-6.251656653,0,,,,,
1,-2.962553947,-5.433043961,-1.559466486,-3.888828668,-5.152230825,-5.945136912,0.06251887983,0,,,,,
1,-0.1384679205,-4.513394281,-4.252644056,-5.27313318,-0.9895259855,-2.693176746,-3.412073258,0,,,,,
1,-0.9174872917,-2.568248207,-3.972046493,-2.841956315,-2.991398355,-5.708067718,-0.3410347091,0,,,,,
0,-4.366091892,-5.432283023,-3.248007631,-2.285790238,-0.9505357134,-2.740404987,-2.502239381,0,,,,,
0,-2.681002733,-1.220511767,-1.117555511,-2.458846967,-2.410546709,-3.105720337,-5.640929382,0,,,,,
1,-1.191723303,-0.2502231039,-5.498445268,-4.771663432,-5.474593816,-5.525381337,0.6349811451,0,,,,,
0,-2.526085052,-4.767344544,-4.113021983,-4.965655526,-3.380364912,-5.181694181,-1.701966082,0,,,,,
1,-1.796648177,-0.7399847553,-2.101038695,-1.334460247,-0.4422244031,-2.391333747,5.202857755,0,,,,,
1,-4.548887401,-0.388410143,-1.286088232,-5.510503703,-3.517677906,-0.1433787332,-6.314228003,0,,,,,
0,-2.703215975,-3.972055545,-4.528268066,-4.709270282,-1.079496244,-1.745013404,-4.28936319,0,,,,,
1,-4.58191695,-2.928515601,-5.107159396,-1.899132799,-2.800213351,-2.736065516,4.293404694,0,,,,,
1,-5.609863129,-4.697594061,-1.757218403,-1.439319859,-4.316048849,-2.119990119,0.8719679093,0,,,,,
1,-5.171281148,-1.255398431,-2.660258917,-1.22391457,-0.9160994387,-3.525058264,1.826029738,0,,,,,
0,-4.296148988,-5.748700598,-4.926473752,-5.541668705,-2.019860534,-3.656606847,-5.981052423,0,,,,,
1,-3.362578554,-4.470468993,-2.355258025,-4.402195409,-5.646068523,-0.03886494698,-4.520838386,0,,,,,
0,-0.7275373236,-1.053168747,-2.778852711,-2.634978472,-0.6545904696,-5.784341928,0.5494032016,0,,,,,
0,-2.370765632,-5.693098491,-0.7987029272,-2.460348184,-0.7320815552,-1.675426905,2.140182469,0,,,,,
1,-4.433550689,-2.539268784,-0.5921605498,-3.637832228,-0.2546949746,-1.85796006,-6.112721368,0,,,,,
0,-2.087704432,-4.640239942,-2.279454839,-0.4674443325,-0.161211201,-1.64585742,-1.928590338,0,,,,,
1,-3.387758172,-4.480427206,-0.9608483495,-0.07714230154,-5.66841338,-2.243079092,6.522619542,0,,,,,
1,-5.852065792,-4.923888658,-0.9578314438,-4.356969336,-0.7412257171,-0.7852079727,-1.214923742,0,,,,,
1,-2.490781136,-3.493854029,-5.62232992,-3.958460579,-2.9191792,-1.07672122,6.055156591,0,,,,,
0,-5.751827034,-3.429408442,-0.3239413496,-2.140807344,-1.664521438,-3.33576799,5.573464422,0,,,,,
0,-5.193288717,-5.02597031,-4.709502039,-4.414811595,-2.630374493,-5.211916837,-0.215895553,0,,,,,
1,-5.651305818,-4.540391933,-0.2880526706,-1.218220641,-4.969527032,-3.595755085,2.764269487,0,,,,,
1,-1.020817913,-5.618917838,-3.488282319,-0.1475699551,-0.5457145176,-0.08362926441,-2.399502352,0,,,,,
0,-2.596059264,-1.937318824,-0.2757378935,-1.484632927,-0.7251221494,-5.879961541,5.300345961,0,,,,,
0,-4.03544654,-1.23029177,-2.296551197,-0.9522751669,-2.000330025,-4.183096271,3.924921251,0,,,,,
1,-4.178167337,-5.761723385,-0.5453639934,-3.883644253,-5.940219001,-1.890970808,-2.643579464,0,,,,,
0,-2.04591966,-1.644607622,-1.270375916,-2.377752884,-3.233962393,-4.604331107,-3.285663299,0,,,,,
1,-1.206517846,-4.148268081,-5.579430522,-4.398323457,-1.550674651,-0.8814910962,0.1589797539,0,,,,,
0,-3.82111938,-1.612746628,-0.2996988416,-1.397915165,-4.464074796,-1.796004004,-6.497903879,0,,,,,
0,-1.896391851,-3.859499505,-5.493026735,-0.9689482191,-1.351938252,-3.793732368,-5.680990949,0,,,,,
1,-5.265877195,-5.670882449,-2.979450402,-3.779857011,-3.60033542,-3.153467847,-2.255835561,0,,,,,
1,-5.946592421,-0.3620964374,-4.638021393,-2.778025473,-3.943094959,-3.418668566,-1.736112869,0,,,,,
0,-3.560454712,-4.885072,-4.382275902,-3.017826893,-4.00336948,-1.584384826,1.974746551,0,,,,,
0,-3.831788693,-5.506118389,-1.595813519,-1.835682978,-5.715595308,-2.001616672,-3.198341385,0,,,,,
0,-2.238733456,-4.972026936,-5.215459959,-5.142103452,-0.1461999747,-5.230549737,-0.6775410183,0,,,,,
1,-5.080920174,-0.1166489903,-4.071867338,-3.87998741,-1.904330013,-2.445476858,-1.401008552,0,,,,,
0,-2.286717586,-0.1615414193,-5.730223594,-3.972302166,-1.440990391,-3.782230911,-3.455896123,0,,,,,
0,-1.287193775,-2.188879314,-4.533666171,-2.98502534,-4.625741483,-4.145904775,-2.872067475,0,,,,,
0,-2.724592743,-3.645897928,-2.375151834,-2.221991305,-0.3719157395,-2.577032224,6.980985641,0,,,,,
0,-4.551235757,-2.056173083,-4.769047872,-0.5218522522,-4.745279057,-2.83485729,-0.7454650235,0,,,,,
0,-3.33782698,-1.496379942,-0.07415990375,-2.562340367,-5.005878129,-5.11610538,-4.339696617,0,,,,,
0,-1.510668517,-0.4061415179,-0.1125093217,-5.002851565,-5.687197509,-0.8385997067,-6.483409049,0,,,,,
0,-5.856937257,-5.12508306,-0.4309956554,-1.106731261,-4.220757682,-1.637963098,-2.577073426,0,,,,,
1,-3.688148834,-0.721872158,-4.403451344,-1.302378133,-1.912944604,-4.501195268,-4.226044881,0,,,,,
0,-5.571160951,-4.370681437,-4.937934489,-0.6015213884,-5.618668992,-4.706394563,-4.425943681,0,,,,,
0,-0.4866406021,-2.115907196,-4.677437941,-1.996537788,-4.92923943,-5.074504572,-2.587101216,0,,,,,
1,-0.8487283301,-0.06203846693,-4.25298432,-5.684404502,-3.832754562,-4.809584219,2.583877814,0,,,,,
0,-2.478335506,-4.889561114,-5.99136609,-5.912855836,-2.184460613,-2.205166304,2.838931653,0,,,,,
0,-2.139365024,-4.471741172,-2.49278256,-5.87581423,-2.687156811,-2.493782737,3.114050653,0,,,,,
1,-3.359651348,-5.582970791,-1.667525541,-2.268736116,-2.827733058,-4.239285473,-3.612311668,0,,,,,
1,-4.46249977,-5.059232227,-1.303422036,-2.638559148,-1.163526367,-1.796356243,-2.240754783,0,,,,,
1,-0.44363651,-4.144647341,-4.353427731,-5.352845456,-2.681775354,-1.917519458,0.90167709,0,,,,,
1,-3.635102469,-0.6774560974,-1.687956369,-5.460191509,-3.754568111,-4.890101773,0.861163977,0,,,,,
1,-2.576917902,-4.45808564,-4.442100213,-0.7997566108,-1.770268327,-3.069883141,4.536489045,0,,,,,
1,-1.164627552,-2.02833312,-0.4923558762,-1.873540482,-0.6773122852,-5.557013012,3.409546177,0,,,,,
1,-3.877115367,-1.64651004,-5.056403977,-3.628757856,-1.637453128,-1.388340796,-3.558106004,0,,,,,
1,-1.816951149,-5.257239651,-1.814540779,-4.286283121,-1.570919523,-4.824635959,0.0683003409,0,,,,,
1,-4.349003663,-2.951479749,-4.205492351,-3.968119397,-5.590565342,-2.690638806,0.9731445144,0,,,,,
0,-3.814018308,-0.3895697663,-1.367925783,-0.2064902844,-5.8465587,-1.769458915,4.77661656,0,,,,,
0,-1.621260826,-2.542758447,-4.028482736,-1.79627723,-2.590312706,-5.614874327,-1.718307842,0,,,,,
0,-0.07698456375,-1.768763081,-5.90905608,-0.6197240732,-5.459188462,-1.647945872,-3.96009396,0,,,,,
0,-0.7275576454,-3.723490928,-2.560976036,-3.99834753,-2.366204163,-3.227064508,1.361950167,0,,,,,
1,-4.064564277,-1.173521404,-0.5715758024,-0.394657045,-1.972669455,-5.438592838,-4.84729879,0,,,,,
1,-5.25520342,-5.918818972,-5.762486082,-0.7666577624,-1.649434346,-4.954076001,-3.164886713,0,,,,,
0,-2.562965508,-4.166758751,-4.707401336,-4.669341203,-0.6735402201,-5.075323078,2.237944876,0,,,,,
0,-2.175296494,-2.207092886,-5.764914501,-5.566133894,-1.58808032,-1.039315536,5.469448038,0,,,,,
0,-3.598889335,-0.6628140911,-4.922809671,-1.66342617,-1.45382173,-5.259466506,-2.459110236,0,,,,,
0,-2.441070933,-0.4998346478,-2.813743827,-0.7425197522,-5.966444665,-3.735729503,-5.700231585,0,,,,,
1,-2.044535887,-4.706102638,-0.5977125712,-5.902867666,-2.506436717,-3.87110345,3.121356426,0,,,,,
0,-5.406192994,-2.890649734,-0.07895939895,-5.173640939,-2.760893467,-3.439111563,5.441631611,0,,,,,
0,-4.538144313,-1.730455814,-4.791970732,-2.491311078,-5.826109252,-1.000583594,-4.47064693,0,,,,,
0,-0.6644199486,-4.069958917,-2.12323937,-1.980929749,-2.92892583,-3.478177754,-4.383544619,0,,,,,
0,-4.103303829,-1.066450266,-1.302789782,-3.375490344,-5.125096171,-2.413234055,3.653744923,0,,,,,
1,-1.953174733,-1.554359706,-1.621568519,-0.02188537919,-1.301447414,-4.357103831,0.9244172335,0,,,,,
0,-5.858912244,-4.324880668,-3.512388477,-0.3630335623,-4.353703237,-2.158597081,-0.526693626,0,,,,,
0,-2.760059246,-2.258777875,-5.652078327,-0.04027076835,-0.9723012268,-0.05150644977,-3.471515299,0,,,,,
1,-1.981311063,-3.189803153,-5.978887975,-4.868205879,-0.1654753654,-5.354731785,-6.470707495,0,,,,,
0,-1.766548241,-4.150545032,-4.260070945,-4.242907501,-4.575575011,-1.232503813,0.2448513719,0,,,,,
1,-1.563641827,-2.819160742,-1.305157177,-0.08078480199,-1.112202966,-3.376181882,-5.462379329,0,,,,,
1,-1.362519119,-0.6858234954,-4.780333709,-2.612691045,-3.623610903,-3.282358232,4.26579657,0,,,,,
0,-3.721002868,-3.825562887,-2.597872881,-5.662697011,-3.243714797,-5.074964298,0.4696155009,0,,,,,
1,-2.408834268,-4.736189238,-5.741047786,-5.961742366,-3.275094507,-1.213160601,-2.342368592,0,,,,,
0,-5.195454479,-1.393301807,-2.360797597,-2.276768046,-2.626899418,-2.579439041,-1.200516735,0,,,,,
1,-2.269923241,-5.621916755,-2.781886077,-0.7657652062,-4.858219339,-4.260470118,-1.740185999,0,,,,,
0,-4.252530572,-0.3098621677,-2.704011067,-4.968243552,-4.380819,-5.479051309,-4.565479333,0,,,,,
0,-3.880731815,-2.635942864,-5.549886028,-0.4170859021,-4.943364141,-0.8522193634,3.136126154,0,,,,,
1,-0.4516532869,-5.194054158,-4.422105351,-4.717209346,-2.034285461,-3.609830406,-1.555507433,0,,,,,
1,-4.131082801,-5.96042877,-5.157000921,-0.2554109141,-3.409685453,-5.47949114,0.8633385423,0,,,,,
0,-4.470983465,-3.127264591,-2.164992314,-5.534039263,-4.786232253,-0.7881020366,-2.732647412,0,,,,,
0,-0.7085252466,-3.835193838,-4.140027555,-5.409987703,-0.2917200637,-2.076988962,-0.6508045681,0,,,,,
0,-2.192814738,-4.466252345,-2.671594134,-1.179163162,-5.860821623,-5.698349022,-0.8889383705,0,,,,,
0,-1.478263427,-2.962457673,-5.366081645,-5.617074404,-3.693778604,-3.073675716,3.305650136,0,,,,,
0,-4.436977257,-2.573282954,-1.489176253,-5.267211448,-2.869932065,-2.626496321,-4.839141809,0,,,,,
1,-5.595406262,-2.675737566,-5.158652629,-0.5119064799,-3.49937044,-2.696718075,-5.685292339,0,,,,,
1,-3.905952067,-3.403339797,-0.4351248317,-3.786644993,-5.957699855,-5.826394455,3.646978045,0,,,,,
0,-2.662258628,-3.647383207,-3.961278987,-5.733730376,-1.489937978,-1.407641872,4.056333966,0,,,,,
0,-3.518916951,-4.49559118,-2.067508136,-1.11282831,-0.990671251,-2.074961832,-5.617772427,0,,,,,
1,-3.637904512,-3.541084622,-3.828317931,-0.7970256872,-0.7661584394,-3.388599924,-6.242219569,0,,,,,
1,-2.130914658,-5.372436395,-5.94053637,-5.111891214,-5.054150799,-2.878658477,6.938468399,0,,,,,
0,-3.302162106,-0.2743037055,-2.307462341,-1.407339556,-1.537349434,-5.378539259,3.402218058,0,,,,,
0,-1.284210086,-4.450292673,-5.999069893,-3.007224233,-0.6700889437,-4.019814311,3.936205289,0,,,,,
1,-3.663902437,-2.734509351,-1.613423098,-2.998856692,-2.911018937,-3.625519678,-5.573641478,0,,,,,
0,-4.03892526,-0.6810793898,-1.126407062,-3.300875659,-5.054695858,-2.338211655,-3.943915993,0,,,,,
1,-3.149540356,-2.600447168,-1.530426648,-3.025063755,-2.048253416,-2.118697942,-0.6398369671,0,,,,,
0,-0.9197230423,-3.237153404,-1.783808515,-5.380086898,-5.028546331,-2.719397551,0.2728989179,0,,,,,
1,-1.400555584,-5.34056561,-4.066277193,-4.127842951,-2.158923753,-3.904806921,4.528871011,0,,,,,
0,-1.490952185,-4.848594926,-3.101421626,-0.199605427,-5.367675256,-5.222944239,4.733220242,0,,,,,
1,-2.615587905,-3.789810717,-1.548154996,-3.22275876,-3.158100616,-1.692105652,6.054302466,0,,,,,
1,-0.03884939083,-1.134322434,-3.634629298,-1.093924466,-1.448751637,-4.318500824,6.76215126,0,,,,,
0,-3.7488501,-1.519991352,-4.860016843,-0.5449348866,-1.895643579,-5.214573933,-5.941693118,0,,,,,
0,-4.051477959,-4.524949952,-2.309255669,-3.679174572,-1.103364512,-2.885524292,5.15205886,0,,,,,
1,-3.720284016,-3.879003709,-1.750452799,-3.826051306,-3.270735217,-4.279915162,6.379699262,0,,,,,
0,-1.763709034,-2.138735759,-3.183745637,-4.61176542,-0.5375046741,-3.640327139,4.459069539,0,,,,,
0,-2.566496568,-0.3686707485,-2.694654671,-3.305915205,-1.4627479,-0.7630945293,0.05416119892,0,,,,,
0,-5.190150554,-3.563891785,-5.667367368,-5.943069202,-5.440043399,-0.3461238523,3.158213929,0,,,,,
1,-3.50457306,-0.06755060867,-0.1833395186,-2.703647985,-4.506911699,-0.07858048862,4.155232883,0,,,,,
1,-0.2761947818,-5.813133196,-3.574943657,-1.035243674,-4.094224099,-3.61344768,3.67554521,0,,,,,
0,-2.252394401,-4.363638741,-1.238135397,-0.362635059,-2.134926609,-1.577116861,1.828318107,0,,,,,
1,-0.9497845326,-1.34519714,-2.650638475,-4.989800361,-1.235492422,-1.088300799,-6.640662981,0,,,,,
1,-3.670156341,-1.416757995,-1.91720679,-5.528434849,-4.446144087,-2.99920419,5.03689958,0,,,,,
1,-1.090855162,-2.544420606,-5.234253092,-1.045582462,-1.777308475,-1.358102371,4.050331235,0,,,,,
0,-5.573997544,-0.1929908683,-5.036433827,-3.020257511,-0.527935545,-5.017010929,4.843036115,0,,,,,
1,-2.174235058,-3.042935137,-0.8224177737,-3.237582428,-5.139564335,-5.223631196,4.084434771,0,,,,,
1,-0.6566062698,-1.87465453,-1.76194267,-2.839397792,-3.735134442,-5.69819938,6.218563968,0,,,,,
1,-1.825931158,-4.32096973,-2.156403353,-0.3094155005,-4.735841817,-2.182192137,-6.824526517,0,,,,,
1,-1.323567919,-1.4919985,-0.8054508462,-0.2941107256,-1.078249749,-0.7302083735,5.278820634,0,,,,,
0,-2.933773002,-2.912789736,-2.91619356,-4.845479601,-0.880716984,-5.279955838,-5.110378208,0,,,,,
0,-5.132209459,-0.9744898156,-5.297974762,-1.301424141,-4.260844323,-4.847474509,2.390557714,0,,,,,
1,-5.366255724,-5.758368497,-2.543404756,-5.259868134,-2.164669852,-4.452356692,-1.610365415,0,,,,,
0,-2.320526445,-1.524733781,-1.372745426,-2.495812547,-4.424857235,-1.089525667,6.367074136,0,,,,,
0,-5.198768811,-3.6416925,-4.430857617,-0.05721117495,-2.325689372,-3.101431635,3.192525986,0,,,,,
0,-3.573188917,-3.070803062,-5.969497616,-2.70064414,-2.132649755,-1.337002654,-2.442613187,0,,,,,
0,-0.9631822917,-0.1741271854,-5.754606967,-5.65087231,-4.82545235,-3.709646039,3.089079355,0,,,,,
0,-5.07489162,-2.119071782,-3.478987148,-0.815961351,-1.029532048,-0.2096475967,6.287020342,0,,,,,
0,-3.844722539,-4.257284712,-0.1213230364,-4.559635672,-0.5868672765,-1.825974727,-2.298451714,0,,,,,
1,-4.255779099,-4.660175848,-1.805027215,-3.790127883,-3.835957121,-4.833857971,-6.86584106,0,,,,,
1,-5.042224018,-0.3218893929,-0.3546714282,-3.979297548,-5.744942772,-4.142462489,-4.165181141,0,,,,,
0,-0.06114508846,-0.9830639175,-3.287422189,-4.519871438,-3.554397465,-0.7133004592,-4.161487698,0,,,,,
1,-1.562983743,-3.20305746,-1.074118226,-1.077828658,-3.586306811,-0.2071336052,-3.422347736,0,,,,,
1,-1.096997717,-1.673436227,-2.210866131,-3.684474771,-4.789165133,-2.739587652,0.2472111406,0,,,,,
1,-1.458667887,-1.99480992,-0.2370327368,-0.365158855,-0.4544462728,-3.271690775,-2.350336689,0,,,,,
1,-3.442769526,-3.132367396,-0.4946149194,-5.863587357,-3.51462104,-3.858460303,2.201946648,0,,,,,
0,-3.281859343,-2.647410205,-1.5545055,-1.732619587,-0.06887119199,-5.052951592,3.725359415,0,,,,,
0,-3.412899444,-2.642304065,-4.455062972,-0.5121154643,-2.596913516,-3.402131356,4.357771975,0,,,,,
0,-2.915067225,-5.055936864,-3.195633943,-5.394892505,-5.211181662,-3.324232371,-3.798359324,0,,,,,
1,-4.405173363,-0.8316668996,-0.05726344913,-4.899724438,-0.5996823459,-4.989317039,-5.116395367,0,,,,,
1,-1.492236377,-4.511325594,-1.987655908,-5.414476491,-0.5394838403,-5.223955007,1.256096928,0,,,,,
1,-1.847601811,-3.196252242,-3.103016122,-5.520990993,-5.325197106,-3.499407251,-2.79164804,0,,,,,
1,-3.682224435,-1.500668432,-0.1469826668,-5.946494964,-4.45309571,-0.771517593,-2.939498378,0,,,,,
0,-2.538754095,-3.257838849,-0.3979792614,-5.806559255,-4.348809809,-3.486654154,-2.580636658,0,,,,,
1,-3.760331233,-4.159873666,-4.271462573,-5.839702526,-1.191114569,-4.986048381,6.001034025,0,,,,,
1,-2.572431747,-0.2046997276,-0.170995665,-3.126684012,-3.518102791,-0.2491591464,-1.340082567,0,,,,,
1,-3.817041394,-2.652657682,-4.767910395,-5.018178517,-2.193575333,-3.238997109,-0.1082587194,0,,,,,
0,-0.5444447026,-5.008984502,-0.2575824002,-5.849234657,-4.144903846,-4.167808673,-6.428180261,0,,,,,
1,-3.977723072,-2.227338074,-1.022688082,-5.40105274,-5.550786977,-2.541801904,4.972031307,0,,,,,
0,-3.132176245,-4.705566229,-2.640552188,-0.7220457767,-3.431685782,-0.1336859763,-6.756237624,0,,,,,
1,-5.336445366,-0.7198954479,-3.791806535,-5.394121266,-1.571458781,-1.151099943,-6.682181053,0,,,,,
0,-3.101246412,-4.371402455,-1.392682944,-0.298945099,-3.326549226,-3.342436558,-6.394515883,0,,,,,
0,-4.63544643,-2.744404357,-3.961309374,-4.075086637,-2.170632076,-5.955382922,2.878304098,0,,,,,
0,-4.354600692,-4.963683719,-1.435026639,-3.83389732,-0.8578135463,-2.098675897,1.195348302,0,,,,,
0,-1.466491838,-4.422130182,-5.167554463,-1.111877227,-2.3147605,-1.193690913,0.2289852177,0,,,,,
0,-4.28897178,-3.276064016,-4.785103779,-5.454531341,-5.129562008,-5.487938776,-5.238191247,0,,,,,
0,-3.874586373,-2.348548738,-2.60016801,-5.762834613,-5.609814635,-0.7822174174,2.202890802,0,,,,,
0,-2.960160171,-0.471597842,-5.859193889,-4.605477573,-0.6296838331,-4.942523705,-0.6317523334,0,,,,,
1,-3.969699269,-1.834264808,-2.370915288,-3.276059059,-5.09360737,-3.132676989,5.566355062,0,,,,,
0,-0.8697065501,-0.02723075919,-4.08404269,-3.421043449,-5.017926044,-2.10759118,-5.719573032,0,,,,,
0,-5.030557184,-5.045537036,-5.73832447,-0.8786924853,-5.721014294,-0.2143532771,4.927000768,0,,,,,
1,-5.881134772,-5.390883239,-0.4444510399,-4.072969954,-5.861159374,-2.196228579,-6.255318443,0,,,,,
0,-2.791688842,-0.112924478,-2.157684556,-1.552017934,-5.859027755,-3.333079878,3.027613096,0,,,,,
1,-1.408341854,-5.698469222,-1.592784634,-3.72151758,-4.718946429,-0.04517382301,-0.7749168025,0,,,,,
1,-0.8320472862,-5.940775746,-0.6168825885,-3.164845079,-3.092074841,-2.986459322,-3.238202387,0,,,,,
0,-0.5733033526,-0.674259965,-5.774894845,-0.7906610014,-2.024069467,-0.6742576805,-3.735000901,0,,,,,
0,-1.900284391,-3.334995675,-4.091589246,-4.911419448,-4.369435261,-0.7076340195,5.760959058,0,,,,,
1,-3.335940123,-3.685516704,-1.419240478,-1.981465016,-3.62897661,-1.372208657,6.972350657,0,,,,,
0,-2.548471079,-5.024143569,-1.925470621,-1.494980644,-2.459414114,-0.7454069054,-6.293836288,0,,,,,
0,-2.948705688,-0.2375150359,-3.294141577,-3.652064559,-2.681187521,-1.603600278,4.391817933,0,,,,,
1,-2.756365385,-0.46761581,-3.547599048,-4.408851084,-1.425922797,-1.057764232,-5.084359504,0,,,,,
0,-5.589663871,-2.491196918,-5.043626589,-4.310387989,-4.934175775,-5.777794744,-6.491660043,0,,,,,
1,-5.071692851,-1.200892563,-1.406053543,-2.391569433,-5.144840824,-0.9284622359,-5.104532156,0,,,,,
0,-1.285046862,-5.205517473,-3.508802213,-4.023694384,-2.407724409,-5.161651976,6.205383321,0,,,,,
0,-0.7059770669,-2.748824244,-2.773090653,-1.034892466,-4.56080639,-2.122660119,-5.092343156,0,,,,,
1,-1.919535446,-5.894903723,-0.9271904156,-4.071010045,-3.285407805,-0.2264648192,1.65320458,0,,,,,
0,-2.998775723,-2.604223275,-0.1982987865,-0.09556556597,-3.211534164,-4.351261929,5.040353123,0,,,,,
1,-0.6058616521,-5.178462663,-2.742155256,-4.664074214,-0.8108643417,-3.103533783,-1.104912598,0,,,,,
1,-0.9174646901,-1.306886659,-4.405137792,-4.916446861,-4.381255119,-1.944088291,-4.563052941,0,,,,,
1,-2.595386441,-4.288044579,-5.553051322,-1.544852182,-3.667616753,-4.696492534,5.995373702,0,,,,,
0,-3.582556006,-0.4222173938,-2.657328828,-0.156030268,-1.638115849,-4.666944922,2.276036604,0,,,,,
1,-3.985683209,-4.892886656,-4.280747996,-3.423044174,-5.455124814,-5.275986416,0.2679273677,0,,,,,
1,-0.8857305699,-4.694167479,-4.632088085,-0.8795495626,-4.991298984,-3.725568234,-4.342382543,0,,,,,
1,-4.837017729,-5.757277664,-1.083940201,-1.982285729,-3.801794048,-5.989644453,-2.332965687,0,,,,,
0,-0.9659554131,-3.332956904,-4.260370149,-1.54987939,-0.6719791312,-0.2220884194,-5.048398967,0,,,,,
1,-4.746150461,-3.426965756,-4.187408944,-5.175459401,-1.401132817,-2.868077582,-4.661942512,0,,,,,
0,-5.688106038,-1.928346261,-3.11154631,-2.133360352,-0.7210179885,-0.8645902263,-4.544514581,0,,,,,
0,-1.946807496,-4.91937527,-5.171908962,-0.6862573995,-4.262001811,-4.293493116,6.129508616,0,,,,,
1,-4.544116811,-1.196859603,-0.4335418581,-3.808729742,-0.07434309749,-3.143417737,-0.2147546253,0,,,,,
0,-2.082240838,-3.101145693,-4.316469284,-2.978967005,-3.446790273,-3.238613529,1.192435847,0,,,,,
1,-2.832784022,-1.579759672,-3.814899624,-5.36659307,-0.5913053717,-4.285658491,-3.472533147,0,,,,,
0,-0.8267936105,-2.935115259,-3.861927857,-1.561509495,-0.3008209372,-5.739104288,6.861775945,0,,,,,
0,-3.355685881,-0.4345336825,-3.463826159,-2.600643223,-2.939854408,-5.891658047,3.895440038,0,,,,,
1,-3.772627438,-3.243244199,-2.350868146,-4.097710602,-4.822738235,-3.546372565,1.145941023,0,,,,,
1,-0.7312761627,-5.448705443,-2.980600307,-1.05924789,-2.886230776,-3.130125073,-6.11494526,0,,,,,
0,-2.651595503,-0.7947235602,-1.784688842,-4.155308299,-0.414067105,-2.320156771,-0.7425080279,0,,,,,
1,-0.7508602835,-1.271778887,-5.074127032,-0.9694649047,-4.652990137,-1.715350347,2.489422246,0,,,,,
1,-3.184539715,-1.251826531,-0.1862531278,-3.262529622,-5.198534049,-3.522055576,3.705175447,0,,,,,
0,-3.760938888,-0.580646046,-5.39456441,-2.273185005,-5.572742568,-0.1460083472,-1.480620216,0,,,,,
1,-3.924455075,-2.68408507,-0.2639157506,-5.00144313,-1.619647357,-3.534370789,-1.86451719,0,,,,,
0,-4.82918808,-5.030758333,-2.331242396,-0.4634041368,-4.411995571,-3.177968255,4.449446706,0,,,,,
0,-1.801443792,-4.3628754,-2.324195853,-1.213504965,-5.632016279,-5.040200568,5.053545793,0,,,,,
1,-2.152254265,-5.090435181,-4.566250241,-4.474816285,-3.269209327,-0.3272935596,-1.731926978,0,,,,,
0,-1.456143275,-1.819189504,-4.73000469,-2.706577042,-3.486030153,-4.004498396,1.055783788,0,,,,,
1,-2.794522452,-3.297817576,-3.347568943,-4.257525362,-4.888643384,-5.476256311,1.703696684,0,,,,,
0,-5.461361112,-4.112558879,-2.675199163,-0.4125465984,-0.7019636173,-0.6852099965,-4.348931774,0,,,,,
1,-1.698258906,-1.30891539,-1.373247909,-3.851987169,-1.130135162,-1.897573492,-3.585610223,0,,,,,
1,-4.525512725,-1.036094693,-1.914919409,-0.3069030075,-5.052954272,-5.104067568,-3.892085478,0,,,,,
0,-2.238024925,-3.113946915,-5.627396367,-5.521896005,-3.608710534,-4.606351398,-2.897262584,0,,,,,
1,-1.64470992,-3.323247135,-3.442304751,-4.782130511,-3.46334028,-5.608115602,-5.88930618,0,,,,,
0,-4.210277838,-0.846543821,-4.265540618,-5.244987522,-4.994274048,-1.687309255,-1.773216374,0,,,,,
0,-2.886073933,-3.215064649,-1.422923902,-3.073500742,-4.100728217,-5.672572419,-0.9998162305,0,,,,,
1,-3.742658414,-4.113461418,-0.3877726238,-0.2882810485,-1.743743302,-1.40695246,-0.4561140005,0,,,,,
1,-4.863178441,-3.370835565,-5.837798502,-5.0912571,-1.065173139,-3.029735739,2.768828511,0,,,,,
1,-4.184954493,-0.8090555526,-1.402991368,-2.118546735,-0.9773243959,-3.947479928,-3.487644784,0,,,,,
