Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,y1,y2,y3
-1.00,-0.63,-0.60,-0.58,-0.62,-0.60,-3.79,-0.48,0,0,1
-1.00,-0.80,-0.70,-0.73,-0.56,-0.61,-3.21,0.18,0,0,1
-1.00,-0.59,-0.75,-0.62,-0.76,-0.67,-3.08,-0.14,0,0,1
-1.00,-0.68,-0.57,-0.77,-0.61,-0.62,-1.23,0.49,0,0,1
-1.00,-0.73,-0.68,-0.61,-0.69,-0.79,-2.03,-0.44,0,0,1
-1.00,-0.61,-0.58,-0.79,-0.65,-0.70,-3.78,0.27,0,0,1
-1.00,-0.67,-0.61,-0.76,-0.70,-0.60,-4.19,-0.23,0,0,1
-1.00,-0.76,-0.78,-0.58,-0.77,-0.72,-1.31,-0.31,0,0,1
-1.00,-0.62,-0.58,-0.75,-0.79,-0.72,-2.84,-0.44,0,0,1
-1.00,-0.66,-0.57,-0.68,-0.71,-0.64,-3.49,0.28,0,0,1
-1.00,-0.61,-0.70,-0.55,-0.63,-0.58,-2.95,0.00,0,0,1
-1.00,-0.61,-0.67,-0.68,-0.61,-0.60,-1.07,0.24,0,0,1
-1.00,-0.63,-0.63,-0.72,-0.79,-0.74,-0.90,-0.13,0,0,1
-1.00,-0.79,-0.69,-0.59,-0.66,-0.65,-4.22,-0.27,0,0,1
-1.00,-0.57,-0.71,-0.72,-0.66,-0.67,-3.65,-0.37,0,0,1
-1.00,-0.72,-0.68,-0.72,-0.72,-0.73,-3.49,-0.46,0,0,1
-1.00,-0.76,-0.77,-0.74,-0.59,-0.68,-2.06,-0.35,0,0,1
-1.00,-0.73,-0.62,-0.57,-0.75,-0.55,-3.53,0.11,0,0,1
-1.00,-0.63,-0.68,-0.75,-0.71,-0.57,-1.75,-0.20,0,0,1
-1.00,-0.76,-0.71,-0.70,-0.58,-0.78,-3.79,0.16,0,0,1
-1.00,-0.66,-0.64,-0.65,-0.61,-0.68,-2.06,-0.45,0,0,1
-1.00,-0.56,-0.62,-0.62,-0.65,-0.56,-4.22,-0.13,0,0,1
-1.00,-0.71,-0.65,-0.79,-0.71,-0.68,-3.24,0.36,0,0,1
-1.00,-0.67,-0.78,-0.58,-0.68,-0.76,-3.72,-0.34,0,0,1
-1.00,-0.76,-0.74,-0.79,-0.63,-0.69,-2.11,0.44,0,0,1
-1.00,-0.57,-0.62,-0.58,-0.63,-0.56,-3.22,-0.34,0,0,1
-1.00,-0.56,-0.66,-0.78,-0.62,-0.56,-2.00,0.46,0,0,1
-1.00,-0.59,-0.62,-0.57,-0.59,-0.76,-4.47,0.45,0,0,1
-1.00,-0.65,-0.65,-0.72,-0.56,-0.72,-2.13,0.31,0,0,1
-1.00,-0.63,-0.61,-0.60,-0.58,-0.61,-3.06,0.17,0,0,1
-1.00,-0.69,-0.56,-0.63,-0.62,-0.60,-1.41,-0.48,0,0,1
-1.00,-0.63,-0.78,-0.80,-0.69,-0.77,-4.16,-0.01,0,0,1
-1.00,-0.78,-0.56,-0.78,-0.78,-0.61,-3.09,-0.08,0,0,1
-1.00,-0.70,-0.72,-0.64,-0.74,-0.58,-4.44,-0.03,0,0,1
-1.00,-0.71,-0.60,-0.66,-0.77,-0.66,-2.73,0.49,0,0,1
-1.00,-0.60,-0.57,-0.71,-0.61,-0.71,-4.29,0.49,0,0,1
-1.00,-0.62,-0.68,-0.68,-0.62,-0.74,-0.93,0.30,0,0,1
-1.00,-0.67,-0.70,-0.80,-0.63,-0.56,-4.34,0.34,0,0,1
-1.00,-0.74,-0.62,-0.72,-0.71,-0.63,-2.13,-0.37,0,0,1
-1.00,-0.79,-0.60,-0.56,-0.75,-0.65,-1.28,-0.39,0,0,1
-1.00,-0.77,-0.56,-0.58,-0.55,-0.66,-1.06,-0.43,0,0,1
-1.00,-0.57,-0.75,-0.59,-0.58,-0.65,-1.09,-0.07,0,0,1
-1.00,-0.63,-0.66,-0.62,-0.57,-0.56,-1.39,-0.31,0,0,1
-1.00,-0.61,-0.64,-0.58,-0.69,-0.78,-1.77,0.24,0,0,1
-1.00,-0.56,-0.71,-0.56,-0.62,-0.77,-1.23,-0.20,0,0,1
-1.00,-0.74,-0.79,-0.74,-0.63,-0.79,-2.64,0.44,0,0,1
-1.00,-0.67,-0.78,-0.70,-0.59,-0.76,-1.65,-0.02,0,0,1
-1.00,-0.56,-0.65,-0.65,-0.75,-0.76,-4.02,-0.27,0,0,1
-1.00,-0.65,-0.59,-0.67,-0.59,-0.71,-4.20,-0.19,0,0,1
-1.00,-0.59,-0.57,-0.71,-0.67,-0.70,-2.41,-0.39,0,0,1
-1.00,-0.71,-0.67,-0.78,-0.57,-0.77,-2.14,-0.46,0,0,1
-1.00,-0.55,-0.56,-0.66,-0.57,-0.67,-1.16,-0.26,0,0,1
-1.00,-0.73,-0.56,-0.76,-0.78,-0.72,-4.02,0.23,0,0,1
-1.00,-0.75,-0.75,-0.56,-0.75,-0.59,-2.81,0.37,0,0,1
-1.00,-0.59,-0.62,-0.55,-0.56,-0.72,-2.41,0.33,0,0,1
-1.00,-0.70,-0.71,-0.59,-0.72,-0.67,-1.50,0.28,0,0,1
-1.00,-0.74,-0.67,-0.56,-0.71,-0.73,-4.45,-0.17,0,0,1
-1.00,-0.67,-0.60,-0.76,-0.64,-0.72,-4.17,-0.37,0,0,1
-1.00,-0.67,-0.72,-0.73,-0.72,-0.78,-3.91,-0.42,0,0,1
-1.00,-0.55,-0.64,-0.69,-0.59,-0.63,-3.12,-0.15,0,0,1
-1.00,-0.69,-0.56,-0.62,-0.67,-0.74,-3.12,0.25,0,0,1
-1.00,-0.56,-0.68,-0.76,-0.75,-0.57,-2.58,0.14,0,0,1
-1.00,-0.56,-0.66,-0.74,-0.76,-0.61,-2.68,0.08,0,0,1
-1.00,-0.77,-0.60,-0.75,-0.70,-0.74,-1.90,0.49,0,0,1
-1.00,-0.62,-0.56,-0.66,-0.77,-0.58,-2.21,-0.29,0,0,1
-1.00,-0.66,-0.75,-0.59,-0.80,-0.72,-2.08,-0.37,0,0,1
-1.00,-0.69,-0.75,-0.69,-0.58,-0.66,-3.71,-0.41,0,0,1
-1.00,-0.56,-0.70,-0.66,-0.69,-0.62,-0.91,-0.03,0,0,1
-1.00,-0.71,-0.64,-0.70,-0.67,-0.77,-3.95,0.04,0,0,1
-1.00,-0.71,-0.62,-0.66,-0.61,-0.71,-1.28,-0.30,0,0,1
-1.00,-0.78,-0.59,-0.65,-0.70,-0.71,-2.68,-0.48,0,0,1
-1.00,-0.80,-0.61,-0.62,-0.67,-0.72,-4.47,-0.40,0,0,1
-1.00,-0.76,-0.74,-0.65,-0.75,-0.57,-3.14,0.40,0,0,1
-1.00,-0.78,-0.58,-0.66,-0.66,-0.55,-1.11,-0.35,0,0,1
-1.00,-0.69,-0.69,-0.70,-0.71,-0.65,-1.59,-0.42,0,0,1
-1.00,-0.63,-0.76,-0.74,-0.59,-0.65,-4.39,0.29,0,0,1
-1.00,-0.60,-0.58,-0.68,-0.64,-0.62,-2.04,-0.15,0,0,1
-1.00,-0.67,-0.73,-0.66,-0.64,-0.63,-4.10,0.29,0,0,1
-1.00,-0.60,-0.56,-0.66,-0.78,-0.57,-3.84,0.18,0,0,1
-1.00,-0.58,-0.74,-0.72,-0.61,-0.67,-2.36,-0.31,0,0,1
-1.00,-0.63,-0.76,-0.59,-0.65,-0.59,-1.58,0.04,0,0,1
-1.00,-0.60,-0.65,-0.57,-0.66,-0.59,-2.14,0.07,0,0,1
-1.00,-0.74,-0.61,-0.71,-0.79,-0.65,-3.80,0.10,0,0,1
-1.00,-0.59,-0.69,-0.58,-0.57,-0.58,-2.46,-0.21,0,0,1
-1.00,-0.63,-0.61,-0.78,-0.60,-0.67,-3.36,-0.41,0,0,1
-1.00,-0.79,-0.55,-0.61,-0.74,-0.67,-1.34,-0.42,0,0,1
-1.00,-0.62,-0.57,-0.80,-0.70,-0.60,-2.73,0.38,0,0,1
-1.00,-0.60,-0.67,-0.59,-0.62,-0.72,-2.15,0.23,0,0,1
-1.00,-0.80,-0.74,-0.57,-0.71,-0.72,-0.92,-0.33,0,0,1
-1.00,-0.77,-0.67,-0.71,-0.69,-0.79,-2.83,0.48,0,0,1
-1.00,-0.75,-0.75,-0.58,-0.66,-0.80,-1.26,0.15,0,0,1
1.00,-0.80,-1.12,-0.71,-0.98,-0.58,-2.57,0.50,1,0,0
1.00,-0.74,-1.02,-0.72,-0.94,-0.62,-1.62,0.55,1,0,0
1.00,-0.72,-0.98,-0.78,-0.84,-0.73,-1.45,0.53,1,0,0
1.00,-0.57,-1.07,-0.70,-1.10,-0.63,-2.75,0.60,1,0,0
1.00,-0.79,-1.02,-0.71,-0.99,-0.73,-4.20,0.57,1,0,0
1.00,-0.61,-1.14,-0.62,-1.11,-0.56,-2.15,0.49,1,0,0
1.00,-0.55,-0.89,-0.74,-1.13,-0.78,-3.46,0.62,1,0,0
1.00,-0.76,-0.94,-0.74,-1.11,-0.73,-3.28,0.56,1,0,0
1.00,-0.72,-1.08,-0.73,-1.03,-0.62,-4.38,0.60,1,0,0
1.00,-0.72,-0.87,-0.60,-1.05,-0.64,-4.10,0.49,1,0,0
1.00,-0.77,-1.02,-0.76,-1.08,-0.78,-2.81,0.49,1,0,0
1.00,-0.75,-0.82,-0.71,-1.12,-0.67,-2.62,0.51,1,0,0
1.00,-0.62,-1.17,-0.57,-0.96,-0.72,-1.89,0.49,1,0,0
1.00,-0.58,-0.99,-0.63,-1.01,-0.79,-1.70,0.56,1,0,0
1.00,-0.71,-0.97,-0.58,-1.07,-0.76,-0.93,0.59,1,0,0
1.00,-0.77,-1.14,-0.58,-1.12,-0.64,-1.83,0.59,1,0,0
1.00,-0.67,-0.88,-0.65,-0.86,-0.64,-3.63,0.51,1,0,0
1.00,-0.57,-0.85,-0.65,-0.91,-0.57,-4.20,0.50,1,0,0
1.00,-0.77,-0.93,-0.77,-0.97,-0.62,-3.38,0.51,1,0,0
1.00,-0.68,-0.83,-0.65,-1.04,-0.64,-1.23,0.49,1,0,0
1.00,-0.57,-0.83,-0.61,-1.18,-0.67,-1.21,0.58,1,0,0
1.00,-0.68,-0.85,-0.71,-0.97,-0.61,-1.97,0.60,1,0,0
1.00,-0.77,-1.20,-0.60,-0.98,-0.77,-4.28,0.46,1,0,0
1.00,-0.56,-1.13,-0.66,-1.12,-0.71,-3.56,0.58,1,0,0
1.00,-0.58,-1.13,-0.60,-1.07,-0.69,-3.59,0.48,1,0,0
1.00,-0.70,-1.06,-0.62,-1.15,-0.71,-1.75,0.51,1,0,0
1.00,-0.55,-0.91,-0.57,-1.11,-0.75,-1.73,0.60,1,0,0
1.00,-0.63,-1.06,-0.78,-0.97,-0.60,-2.11,0.59,1,0,0
1.00,-0.68,-0.93,-0.77,-1.10,-0.73,-2.16,0.48,1,0,0
1.00,-0.78,-1.12,-0.64,-1.13,-0.56,-3.43,0.53,1,0,0
1.00,-0.66,-0.94,-0.55,-1.06,-0.59,-1.11,0.50,1,0,0
1.00,-0.75,-0.81,-0.69,-0.93,-0.69,-3.09,0.45,1,0,0
1.00,-0.75,-1.18,-0.60,-0.88,-0.66,-2.41,0.57,1,0,0
1.00,-0.66,-0.86,-0.78,-0.87,-0.77,-4.41,0.48,1,0,0
1.00,-0.69,-1.05,-0.71,-1.14,-0.77,-1.53,0.46,1,0,0
1.00,-0.75,-0.84,-0.63,-1.13,-0.72,-3.31,0.45,1,0,0
1.00,-0.70,-1.19,-0.74,-1.19,-0.60,-0.86,0.49,1,0,0
1.00,-0.69,-0.83,-0.67,-0.83,-0.77,-2.12,0.59,1,0,0
1.00,-0.77,-1.13,-0.71,-1.19,-0.57,-2.88,0.62,1,0,0
1.00,-0.67,-1.03,-0.59,-0.91,-0.57,-3.44,0.52,1,0,0
1.00,-0.66,-0.83,-0.79,-0.88,-0.60,-2.25,0.62,1,0,0
1.00,-0.69,-1.09,-0.60,-0.86,-0.57,-1.89,0.58,1,0,0
1.00,-0.66,-1.14,-0.76,-1.11,-0.61,-0.82,0.53,1,0,0
1.00,-0.58,-0.80,-0.77,-1.04,-0.71,-2.28,0.52,1,0,0
1.00,-0.62,-1.04,-0.57,-1.12,-0.74,-3.72,0.52,1,0,0
1.00,-0.62,-1.17,-0.67,-1.08,-0.68,-4.05,0.56,1,0,0
1.00,-0.66,-1.19,-0.69,-0.82,-0.59,-3.84,0.60,1,0,0
1.00,-0.70,-1.12,-0.55,-0.89,-0.77,-3.15,0.53,1,0,0
1.00,-0.73,-1.12,-0.80,-0.84,-0.78,-3.03,0.60,1,0,0
1.00,-0.79,-0.94,-0.55,-1.08,-0.79,-3.74,0.52,1,0,0
1.00,-0.66,-1.08,-0.76,-1.14,-0.75,-2.16,0.52,1,0,0
1.00,-0.64,-0.83,-0.59,-0.88,-0.55,-3.40,0.60,1,0,0
1.00,-0.76,-0.85,-0.62,-0.84,-0.69,-3.44,0.49,1,0,0
1.00,-0.79,-0.99,-0.63,-1.17,-0.72,-4.23,0.60,1,0,0
1.00,-0.64,-1.03,-0.70,-0.97,-0.57,-2.11,0.58,1,0,0
1.00,-0.61,-0.90,-0.56,-0.94,-0.58,-2.43,0.62,1,0,0
1.00,-0.72,-1.12,-0.70,-1.03,-0.55,-2.41,0.58,1,0,0
1.00,-0.63,-1.12,-0.76,-1.06,-0.78,-1.02,0.59,1,0,0
1.00,-0.66,-1.00,-0.69,-0.84,-0.63,-0.99,0.49,1,0,0
1.00,-0.64,-0.98,-0.67,-0.90,-0.75,-3.95,0.59,1,0,0
1.00,-0.77,-1.11,-0.77,-1.03,-0.70,-2.54,0.57,1,0,0
1.00,-0.60,-0.80,-0.73,-1.09,-0.80,-3.13,0.46,1,0,0
1.00,-0.57,-0.97,-0.65,-0.90,-0.58,-0.84,0.56,1,0,0
1.00,-0.72,-0.85,-0.67,-1.05,-0.66,-1.55,0.62,1,0,0
1.00,-0.56,-1.07,-0.75,-0.85,-0.70,-3.98,0.46,1,0,0
1.00,-0.74,-0.81,-0.68,-1.08,-0.58,-3.58,0.59,1,0,0
1.00,-0.78,-1.07,-0.64,-0.99,-0.62,-1.10,0.58,1,0,0
1.00,-0.72,-1.05,-0.66,-0.95,-0.59,-3.67,0.62,1,0,0
1.00,-0.62,-1.12,-0.62,-1.18,-0.71,-2.74,0.54,1,0,0
1.00,-0.61,-1.09,-0.70,-0.89,-0.56,-2.66,0.47,1,0,0
1.00,-0.79,-0.88,-0.56,-1.13,-0.69,-2.90,0.46,1,0,0
1.00,-0.72,-0.87,-0.76,-1.19,-0.68,-1.20,0.47,1,0,0
1.00,-0.59,-1.10,-0.67,-0.85,-0.63,-1.39,0.52,1,0,0
1.00,-0.76,-0.98,-0.75,-0.90,-0.72,-4.17,0.47,1,0,0
1.00,-0.72,-1.12,-0.76,-1.06,-0.56,-1.78,0.45,1,0,0
1.00,-0.79,-0.82,-0.66,-0.89,-0.58,-0.81,0.54,1,0,0
1.00,-0.64,-1.05,-0.74,-0.94,-0.75,-3.33,0.62,1,0,0
1.00,-0.64,-1.02,-0.60,-0.81,-0.79,-4.48,0.60,1,0,0
1.00,-0.73,-0.89,-0.62,-0.96,-0.80,-4.01,0.51,1,0,0
1.00,-0.55,-0.87,-0.59,-1.05,-0.72,-2.17,0.62,1,0,0
1.00,-0.58,-0.81,-0.55,-0.97,-0.66,-1.52,0.62,1,0,0
1.00,-0.59,-1.12,-0.62,-1.03,-0.71,-4.33,0.56,1,0,0
1.00,-0.73,-1.01,-0.58,-0.82,-0.77,-3.59,0.60,1,0,0
1.00,-0.62,-1.18,-0.71,-0.96,-0.71,-2.95,0.52,1,0,0
1.00,-0.66,-0.80,-0.62,-1.18,-0.78,-2.75,0.56,1,0,0
1.00,-0.75,-0.97,-0.78,-0.82,-0.65,-2.75,0.61,1,0,0
1.00,-0.70,-1.06,-0.79,-1.06,-0.62,-3.33,0.47,1,0,0
1.00,-0.73,-1.20,-0.66,-1.08,-0.79,-0.99,0.51,1,0,0
1.00,-0.78,-1.16,-0.70,-0.95,-0.76,-0.86,0.51,1,0,0
1.00,-0.65,-1.03,-0.65,-1.08,-0.59,-3.27,0.49,1,0,0
1.00,-0.58,-0.93,-0.68,-1.08,-0.65,-1.31,0.61,1,0,0
1.00,-0.79,-0.83,-0.60,-1.12,-0.63,-2.66,0.55,1,0,0
1.00,-0.74,-0.87,-0.78,-0.88,-0.80,-3.83,0.61,1,0,0
1.00,-0.56,-0.95,-0.73,-1.15,-0.63,-3.29,0.62,1,0,0
1.00,-0.65,-1.02,-0.69,-0.95,-0.72,-1.25,0.57,1,0,0
1.00,-0.80,-0.94,-0.56,-0.81,-0.63,-3.13,0.52,1,0,0
1.00,-0.70,-1.01,-0.76,-1.03,-0.56,-2.10,0.57,1,0,0
1.00,-0.75,-1.03,-0.67,-1.09,-0.67,-1.50,0.52,1,0,0
1.00,-0.60,-1.09,-0.70,-0.93,-0.74,-2.00,0.58,1,0,0
1.00,-0.77,-0.83,-0.71,-0.95,-0.72,-3.74,0.57,1,0,0
-1.00,-0.59,-1.13,-0.64,-0.95,-0.68,-4.13,-0.55,0,1,0
-1.00,-0.78,-0.88,-0.70,-0.99,-0.59,-4.03,-0.47,0,1,0
-1.00,-0.74,-1.12,-0.56,-0.84,-0.64,-1.47,-0.60,0,1,0
-1.00,-0.74,-0.98,-0.56,-1.03,-0.70,-3.92,-0.52,0,1,0
-1.00,-0.77,-1.00,-0.74,-0.88,-0.71,-1.85,-0.51,0,1,0
-1.00,-0.72,-1.01,-0.57,-1.10,-0.78,-3.48,-0.53,0,1,0
-1.00,-0.73,-1.06,-0.66,-0.82,-0.63,-1.31,-0.46,0,1,0
-1.00,-0.76,-0.87,-0.65,-1.06,-0.74,-1.61,-0.47,0,1,0
-1.00,-0.71,-0.81,-0.77,-0.96,-0.68,-3.27,-0.54,0,1,0
-1.00,-0.78,-0.82,-0.62,-1.17,-0.69,-3.82,-0.53,0,1,0
-1.00,-0.62,-0.84,-0.75,-1.18,-0.74,-3.94,-0.62,0,1,0
-1.00,-0.78,-0.89,-0.56,-1.18,-0.63,-1.50,-0.58,0,1,0
-1.00,-0.65,-1.14,-0.59,-0.83,-0.63,-1.33,-0.54,0,1,0
-1.00,-0.71,-0.89,-0.63,-1.02,-0.60,-2.83,-0.50,0,1,0
-1.00,-0.78,-1.18,-0.62,-0.86,-0.76,-2.29,-0.50,0,1,0
-1.00,-0.66,-0.87,-0.65,-0.87,-0.75,-1.98,-0.54,0,1,0
-1.00,-0.69,-1.14,-0.75,-0.89,-0.67,-2.93,-0.47,0,1,0
-1.00,-0.73,-1.18,-0.68,-1.12,-0.67,-2.13,-0.58,0,1,0
-1.00,-0.57,-1.14,-0.70,-1.20,-0.67,-3.77,-0.46,0,1,0
-1.00,-0.78,-1.18,-0.70,-1.16,-0.63,-1.20,-0.56,0,1,0
-1.00,-0.59,-1.13,-0.67,-0.84,-0.79,-2.35,-0.46,0,1,0
-1.00,-0.65,-1.03,-0.69,-1.03,-0.62,-2.77,-0.57,0,1,0
-1.00,-0.64,-0.89,-0.72,-0.82,-0.61,-4.47,-0.48,0,1,0
-1.00,-0.72,-1.05,-0.75,-1.17,-0.59,-1.60,-0.59,0,1,0
-1.00,-0.78,-1.02,-0.66,-1.07,-0.69,-3.89,-0.56,0,1,0
-1.00,-0.74,-1.12,-0.73,-1.15,-0.58,-3.20,-0.61,0,1,0
-1.00,-0.65,-0.96,-0.61,-1.09,-0.76,-2.94,-0.60,0,1,0
-1.00,-0.67,-0.87,-0.78,-1.17,-0.63,-3.41,-0.53,0,1,0
-1.00,-0.75,-1.09,-0.63,-0.90,-0.78,-1.63,-0.49,0,1,0
-1.00,-0.76,-0.93,-0.62,-1.16,-0.76,-1.49,-0.56,0,1,0
-1.00,-0.68,-1.01,-0.61,-0.97,-0.77,-0.93,-0.46,0,1,0
-1.00,-0.70,-0.85,-0.70,-0.90,-0.61,-2.22,-0.53,0,1,0
-1.00,-0.67,-1.04,-0.57,-0.91,-0.56,-3.48,-0.47,0,1,0
-1.00,-0.69,-0.87,-0.77,-0.98,-0.72,-3.78,-0.55,0,1,0
-1.00,-0.60,-1.07,-0.56,-1.02,-0.74,-3.95,-0.53,0,1,0
-1.00,-0.62,-1.01,-0.73,-0.86,-0.59,-2.88,-0.58,0,1,0
-1.00,-0.57,-0.83,-0.61,-0.90,-0.77,-3.07,-0.52,0,1,0
-1.00,-0.70,-0.98,-0.73,-0.95,-0.60,-0.94,-0.55,0,1,0
-1.00,-0.79,-1.08,-0.74,-0.88,-0.64,-2.02,-0.59,0,1,0
-1.00,-0.66,-0.85,-0.61,-0.80,-0.69,-2.07,-0.47,0,1,0
-1.00,-0.59,-1.11,-0.75,-0.83,-0.61,-3.32,-0.46,0,1,0
-1.00,-0.71,-0.83,-0.63,-1.10,-0.77,-2.04,-0.46,0,1,0
-1.00,-0.65,-1.13,-0.70,-0.87,-0.57,-1.27,-0.54,0,1,0
-1.00,-0.72,-1.11,-0.80,-0.85,-0.78,-4.48,-0.49,0,1,0
-1.00,-0.71,-0.87,-0.66,-0.93,-0.65,-3.75,-0.54,0,1,0
-1.00,-0.71,-1.06,-0.70,-1.18,-0.78,-3.68,-0.58,0,1,0
-1.00,-0.79,-0.81,-0.58,-0.93,-0.66,-3.04,-0.60,0,1,0
-1.00,-0.79,-0.84,-0.60,-1.10,-0.74,-4.42,-0.53,0,1,0
-1.00,-0.66,-0.90,-0.66,-0.93,-0.56,-2.93,-0.52,0,1,0
-1.00,-0.67,-1.10,-0.78,-1.11,-0.78,-1.27,-0.46,0,1,0
-1.00,-0.76,-1.18,-0.61,-1.11,-0.71,-4.47,-0.62,0,1,0
-1.00,-0.77,-0.86,-0.63,-1.02,-0.74,-3.69,-0.50,0,1,0
-1.00,-0.68,-0.82,-0.79,-1.03,-0.58,-0.93,-0.46,0,1,0
-1.00,-0.70,-0.85,-0.79,-0.81,-0.76,-2.74,-0.62,0,1,0
-1.00,-0.72,-0.83,-0.56,-0.98,-0.61,-1.58,-0.56,0,1,0
-1.00,-0.64,-1.12,-0.63,-0.93,-0.73,-4.19,-0.58,0,1,0
-1.00,-0.57,-0.91,-0.61,-0.82,-0.65,-2.17,-0.54,0,1,0
-1.00,-0.69,-1.10,-0.70,-1.13,-0.66,-3.32,-0.56,0,1,0
-1.00,-0.79,-1.11,-0.65,-1.13,-0.74,-3.54,-0.55,0,1,0
-1.00,-0.73,-1.10,-0.67,-1.08,-0.76,-1.71,-0.51,0,1,0
-1.00,-0.59,-1.18,-0.70,-1.06,-0.63,-3.64,-0.61,0,1,0
-1.00,-0.58,-1.12,-0.65,-0.90,-0.79,-1.29,-0.57,0,1,0
-1.00,-0.68,-0.95,-0.65,-0.90,-0.73,-2.19,-0.49,0,1,0
-1.00,-0.74,-0.87,-0.73,-0.94,-0.59,-1.43,-0.61,0,1,0
-1.00,-0.65,-0.83,-0.60,-0.91,-0.68,-0.94,-0.56,0,1,0
-1.00,-0.64,-0.83,-0.63,-1.00,-0.78,-4.43,-0.53,0,1,0
-1.00,-0.62,-1.16,-0.63,-1.19,-0.59,-0.98,-0.53,0,1,0
-1.00,-0.73,-1.07,-0.65,-0.83,-0.65,-1.57,-0.48,0,1,0
-1.00,-0.72,-0.81,-0.65,-1.13,-0.73,-1.82,-0.62,0,1,0
-1.00,-0.77,-1.03,-0.64,-0.80,-0.68,-2.20,-0.46,0,1,0
-1.00,-0.63,-0.94,-0.62,-1.15,-0.71,-1.04,-0.57,0,1,0
-1.00,-0.64,-1.09,-0.57,-1.12,-0.76,-0.86,-0.55,0,1,0
-1.00,-0.62,-1.09,-0.57,-1.16,-0.68,-2.50,-0.58,0,1,0
-1.00,-0.74,-0.98,-0.78,-1.13,-0.73,-1.14,-0.48,0,1,0
-1.00,-0.74,-1.11,-0.73,-0.84,-0.77,-4.33,-0.53,0,1,0
-1.00,-0.64,-0.81,-0.71,-1.06,-0.67,-1.49,-0.53,0,1,0
-1.00,-0.64,-0.82,-0.65,-1.18,-0.68,-4.04,-0.56,0,1,0
-1.00,-0.77,-0.97,-0.79,-1.08,-0.61,-2.57,-0.62,0,1,0
-1.00,-0.70,-0.87,-0.69,-1.09,-0.57,-1.43,-0.49,0,1,0
-1.00,-0.62,-0.89,-0.75,-1.05,-0.66,-3.61,-0.55,0,1,0
-1.00,-0.77,-0.98,-0.63,-0.97,-0.57,-3.24,-0.53,0,1,0
-1.00,-0.75,-0.88,-0.64,-0.83,-0.64,-2.45,-0.47,0,1,0
-1.00,-0.72,-1.16,-0.76,-0.97,-0.64,-2.08,-0.54,0,1,0
-1.00,-0.56,-0.90,-0.68,-1.19,-0.69,-4.04,-0.48,0,1,0
-1.00,-0.64,-0.88,-0.65,-0.97,-0.71,-2.69,-0.62,0,1,0
-1.00,-0.57,-0.83,-0.70,-1.01,-0.71,-1.74,-0.50,0,1,0
-1.00,-0.72,-1.13,-0.63,-0.97,-0.58,-2.59,-0.48,0,1,0
-1.00,-0.79,-1.08,-0.68,-0.93,-0.72,-4.08,-0.47,0,1,0
-1.00,-0.70,-0.98,-0.74,-1.01,-0.79,-3.03,-0.49,0,1,0
-1.00,-0.66,-0.82,-0.64,-1.18,-0.65,-2.11,-0.60,0,1,0
-1.00,-0.79,-1.08,-0.77,-1.10,-0.68,-3.55,-0.62,0,1,0
-1.00,-0.63,-0.82,-0.73,-1.04,-0.69,-3.59,-0.48,0,1,0
-1.00,-0.59,-1.11,-0.71,-0.92,-0.71,-1.65,-0.51,0,1,0
-1.00,-0.69,-1.14,-0.72,-0.93,-0.66,-4.15,-0.56,0,1,0
-1.00,-0.65,-1.10,-0.75,-0.84,-0.78,-3.38,-0.56,0,1,0
-1.00,-0.74,-1.11,-0.69,-0.89,-0.64,-3.70,-0.61,0,1,0
-1.00,-0.74,-0.94,-0.74,-1.16,-0.73,-2.36,-0.47,0,1,0
-1.00,-0.58,-1.04,-0.76,-1.10,-0.58,-1.73,-0.45,0,1,0
-1.00,-0.65,-1.17,-0.56,-0.98,-0.59,-0.89,-0.52,0,1,0
-1.00,-0.58,-0.82,-0.77,-1.08,-0.57,-2.23,-0.58,0,1,0
1.00,-0.76,-0.67,-0.60,-0.69,-0.64,-3.91,0.23,0,0,1
1.00,-0.60,-0.59,-0.65,-0.70,-0.59,-1.50,0.48,0,0,1
1.00,-0.61,-0.56,-0.75,-0.76,-0.61,-2.40,0.02,0,0,1
1.00,-0.64,-0.63,-0.76,-0.78,-0.79,-4.29,-0.09,0,0,1
1.00,-0.65,-0.69,-0.67,-0.67,-0.72,-3.72,0.01,0,0,1
1.00,-0.59,-0.58,-0.68,-0.61,-0.69,-3.35,-0.48,0,0,1
1.00,-0.79,-0.76,-0.78,-0.69,-0.71,-2.35,-0.22,0,0,1
1.00,-0.59,-0.60,-0.67,-0.80,-0.60,-3.52,-0.01,0,0,1
1.00,-0.68,-0.67,-0.67,-0.70,-0.79,-3.91,-0.21,0,0,1
1.00,-0.68,-0.56,-0.63,-0.55,-0.57,-2.64,0.30,0,0,1
1.00,-0.73,-0.57,-0.77,-0.62,-0.80,-4.45,0.12,0,0,1
1.00,-0.59,-0.56,-0.74,-0.61,-0.77,-2.31,0.41,0,0,1
1.00,-0.71,-0.66,-0.70,-0.55,-0.64,-3.85,0.27,0,0,1
1.00,-0.66,-0.80,-0.55,-0.70,-0.63,-1.00,-0.08,0,0,1
1.00,-0.74,-0.66,-0.62,-0.75,-0.59,-4.13,-0.12,0,0,1
1.00,-0.70,-0.76,-0.65,-0.63,-0.67,-2.97,0.03,0,0,1
1.00,-0.72,-0.80,-0.72,-0.77,-0.64,-2.03,0.07,0,0,1
